BioProject accession	BioSample accession	Library ID	Title	Library strategy	Library source	Library selection	Library layout	Platform	Instrument model	Design description	Filetype	Filename	filename2	SPUID	Organism	Tax ID
PRJNA548356	SAMN12025436	9152017EGC5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC5_L001_R1_001.fastq.gz	9152017EGC5_L001_R2_001.fastq.gz	9152017EGC5	feces metagenome	1861841
PRJNA548356	SAMN12025437	9152017EGC6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC6_L001_R1_001.fastq.gz	9152017EGC6_L001_R2_001.fastq.gz	9152017EGC6	feces metagenome	1861841
PRJNA548356	SAMN12025438	9152017EGC7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC7_L001_R1_001.fastq.gz	9152017EGC7_L001_R2_001.fastq.gz	9152017EGC7	feces metagenome	1861841
PRJNA548356	SAMN12025439	9152017EGC8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC8_L001_R1_001.fastq.gz	9152017EGC8_L001_R2_001.fastq.gz	9152017EGC8	feces metagenome	1861841
PRJNA548356	SAMN12025440	9152017EGC9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGC9_L001_R1_001.fastq.gz	9152017EGC9_L001_R2_001.fastq.gz	9152017EGC9	feces metagenome	1861841
PRJNA548356	SAMN12025441	9152017EgnerPoolC1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolC1_L001_R1_001.fastq.gz	9152017EgnerPoolC1_L001_R2_001.fastq.gz	9152017EgnerPoolC1	feces metagenome	1861841
PRJNA548356	SAMN12025442	9152017EgnerPoolC2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolC2_L001_R1_001.fastq.gz	9152017EgnerPoolC2_L001_R2_001.fastq.gz	9152017EgnerPoolC2	feces metagenome	1861841
PRJNA548356	SAMN12025443	9152017EgnerPoolC3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolC3_L001_R1_001.fastq.gz	9152017EgnerPoolC3_L001_R2_001.fastq.gz	9152017EgnerPoolC3	feces metagenome	1861841
PRJNA548356	SAMN12025444	9152017EgnerPoolC4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolC4_L001_R1_001.fastq.gz	9152017EgnerPoolC4_L001_R2_001.fastq.gz	9152017EgnerPoolC4	feces metagenome	1861841
PRJNA548356	SAMN12025445	9152017EGD10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGD10_L001_R1_001.fastq.gz	9152017EGD10_L001_R2_001.fastq.gz	9152017EGD10	feces metagenome	1861841
PRJNA548356	SAMN12025446	9152017EGD5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGD5_L001_R1_001.fastq.gz	9152017EGD5_L001_R2_001.fastq.gz	9152017EGD5	feces metagenome	1861841
PRJNA548356	SAMN12025447	9152017EGD6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGD6_L001_R1_001.fastq.gz	9152017EGD6_L001_R2_001.fastq.gz	9152017EGD6	feces metagenome	1861841
PRJNA548356	SAMN12025448	9152017EGD7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGD7_L001_R1_001.fastq.gz	9152017EGD7_L001_R2_001.fastq.gz	9152017EGD7	feces metagenome	1861841
PRJNA548356	SAMN12025449	9152017EGD9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EGD9_L001_R1_001.fastq.gz	9152017EGD9_L001_R2_001.fastq.gz	9152017EGD9	feces metagenome	1861841
PRJNA548356	SAMN12025450	9152017EgnerD1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerD1_L001_R1_001.fastq.gz	9152017EgnerD1_L001_R2_001.fastq.gz	9152017EgnerD1	feces metagenome	1861841
PRJNA548356	SAMN12025451	9152017EgnerD2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerD2_L001_R1_001.fastq.gz	9152017EgnerD2_L001_R2_001.fastq.gz	9152017EgnerD2	feces metagenome	1861841
PRJNA548356	SAMN12025452	9152017EgnerD3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerD3_L001_R1_001.fastq.gz	9152017EgnerD3_L001_R2_001.fastq.gz	9152017EgnerD3	feces metagenome	1861841
PRJNA548356	SAMN12025453	9152017EgnerD4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerD4_L001_R1_001.fastq.gz	9152017EgnerD4_L001_R2_001.fastq.gz	9152017EgnerD4	feces metagenome	1861841
PRJNA548356	SAMN12025454	9152017EgnerPoolD1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolD1_L001_R1_001.fastq.gz	9152017EgnerPoolD1_L001_R2_001.fastq.gz	9152017EgnerPoolD1	feces metagenome	1861841
PRJNA548356	SAMN12025455	9152017EgnerPoolD2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolD2_L001_R1_001.fastq.gz	9152017EgnerPoolD2_L001_R2_001.fastq.gz	9152017EgnerPoolD2	feces metagenome	1861841
PRJNA548356	SAMN12025456	9152017EgnerPoolD3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolD3_L001_R1_001.fastq.gz	9152017EgnerPoolD3_L001_R2_001.fastq.gz	9152017EgnerPoolD3	feces metagenome	1861841
PRJNA548356	SAMN12025457	9152017EgnerPoolD4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017EgnerPoolD4_L001_R1_001.fastq.gz	9152017EgnerPoolD4_L001_R2_001.fastq.gz	9152017EgnerPoolD4	feces metagenome	1861841
PRJNA548356	SAMN12025458	9152017HBA1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA1_L001_R1_001.fastq.gz	9152017HBA1_L001_R2_001.fastq.gz	9152017HBA1	feces metagenome	1861841
PRJNA548356	SAMN12025459	9152017HBA10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA10_L001_R1_001.fastq.gz	9152017HBA10_L001_R2_001.fastq.gz	9152017HBA10	feces metagenome	1861841
PRJNA548356	SAMN12025460	9152017HBA2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA2_L001_R1_001.fastq.gz	9152017HBA2_L001_R2_001.fastq.gz	9152017HBA2	feces metagenome	1861841
PRJNA548356	SAMN12025461	9152017HBA3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA3_L001_R1_001.fastq.gz	9152017HBA3_L001_R2_001.fastq.gz	9152017HBA3	feces metagenome	1861841
PRJNA548356	SAMN12025462	9152017HBA4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA4_L001_R1_001.fastq.gz	9152017HBA4_L001_R2_001.fastq.gz	9152017HBA4	feces metagenome	1861841
PRJNA548356	SAMN12025463	9152017HBA5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA5_L001_R1_001.fastq.gz	9152017HBA5_L001_R2_001.fastq.gz	9152017HBA5	feces metagenome	1861841
PRJNA548356	SAMN12025464	9152017HBA6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA6_L001_R1_001.fastq.gz	9152017HBA6_L001_R2_001.fastq.gz	9152017HBA6	feces metagenome	1861841
PRJNA548356	SAMN12025465	9152017HBA7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA7_L001_R1_001.fastq.gz	9152017HBA7_L001_R2_001.fastq.gz	9152017HBA7	feces metagenome	1861841
PRJNA548356	SAMN12025466	9152017HBA8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA8_L001_R1_001.fastq.gz	9152017HBA8_L001_R2_001.fastq.gz	9152017HBA8	feces metagenome	1861841
PRJNA548356	SAMN12025467	9152017HBA9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBA9_L001_R1_001.fastq.gz	9152017HBA9_L001_R2_001.fastq.gz	9152017HBA9	feces metagenome	1861841
PRJNA548356	SAMN12025468	9152017HBPoolA1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolA1_L001_R1_001.fastq.gz	9152017HBPoolA1_L001_R2_001.fastq.gz	9152017HBPoolA1	feces metagenome	1861841
PRJNA548356	SAMN12025469	9152017HBPoolA2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolA2_L001_R1_001.fastq.gz	9152017HBPoolA2_L001_R2_001.fastq.gz	9152017HBPoolA2	feces metagenome	1861841
PRJNA548356	SAMN12025470	9152017HBPoolA3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolA3_L001_R1_001.fastq.gz	9152017HBPoolA3_L001_R2_001.fastq.gz	9152017HBPoolA3	feces metagenome	1861841
PRJNA548356	SAMN12025471	9152017HBPoolA4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolA4_L001_R1_001.fastq.gz	9152017HBPoolA4_L001_R2_001.fastq.gz	9152017HBPoolA4	feces metagenome	1861841
PRJNA548356	SAMN12025472	9152017HBB1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB1_L001_R1_001.fastq.gz	9152017HBB1_L001_R2_001.fastq.gz	9152017HBB1	feces metagenome	1861841
PRJNA548356	SAMN12025473	9152017HBB10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB10_L001_R1_001.fastq.gz	9152017HBB10_L001_R2_001.fastq.gz	9152017HBB10	feces metagenome	1861841
PRJNA548356	SAMN12025474	9152017HBB2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB2_L001_R1_001.fastq.gz	9152017HBB2_L001_R2_001.fastq.gz	9152017HBB2	feces metagenome	1861841
PRJNA548356	SAMN12025475	9152017HBB3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB3_L001_R1_001.fastq.gz	9152017HBB3_L001_R2_001.fastq.gz	9152017HBB3	feces metagenome	1861841
PRJNA548356	SAMN12025476	9152017HBB4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB4_L001_R1_001.fastq.gz	9152017HBB4_L001_R2_001.fastq.gz	9152017HBB4	feces metagenome	1861841
PRJNA548356	SAMN12025477	9152017HBB5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB5_L001_R1_001.fastq.gz	9152017HBB5_L001_R2_001.fastq.gz	9152017HBB5	feces metagenome	1861841
PRJNA548356	SAMN12025478	9152017HBB6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB6_L001_R1_001.fastq.gz	9152017HBB6_L001_R2_001.fastq.gz	9152017HBB6	feces metagenome	1861841
PRJNA548356	SAMN12025479	9152017HBB7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB7_L001_R1_001.fastq.gz	9152017HBB7_L001_R2_001.fastq.gz	9152017HBB7	feces metagenome	1861841
PRJNA548356	SAMN12025480	9152017HBB8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB8_L001_R1_001.fastq.gz	9152017HBB8_L001_R2_001.fastq.gz	9152017HBB8	feces metagenome	1861841
PRJNA548356	SAMN12025481	9152017HBB9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBB9_L001_R1_001.fastq.gz	9152017HBB9_L001_R2_001.fastq.gz	9152017HBB9	feces metagenome	1861841
PRJNA548356	SAMN12025482	9152017HBPoolB1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolB1_L001_R1_001.fastq.gz	9152017HBPoolB1_L001_R2_001.fastq.gz	9152017HBPoolB1	feces metagenome	1861841
PRJNA548356	SAMN12025483	9152017HBPoolB2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolB2_L001_R1_001.fastq.gz	9152017HBPoolB2_L001_R2_001.fastq.gz	9152017HBPoolB2	feces metagenome	1861841
PRJNA548356	SAMN12025484	9152017HBPoolB3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolB3_L001_R1_001.fastq.gz	9152017HBPoolB3_L001_R2_001.fastq.gz	9152017HBPoolB3	feces metagenome	1861841
PRJNA548356	SAMN12025485	9152017HBPoolB4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBPoolB4_L001_R1_001.fastq.gz	9152017HBPoolB4_L001_R2_001.fastq.gz	9152017HBPoolB4	feces metagenome	1861841
PRJNA548356	SAMN12025486	91517HBPoolD1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	91517HBPoolD1_L001_R1_001.fastq.gz	91517HBPoolD1_L001_R2_001.fastq.gz	91517HBPoolD1	feces metagenome	1861841
PRJNA548356	SAMN12025487	91517HBPoolD2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	91517HBPoolD2_L001_R1_001.fastq.gz	91517HBPoolD2_L001_R2_001.fastq.gz	91517HBPoolD2	feces metagenome	1861841
PRJNA548356	SAMN12025488	91517HBPoolD3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	91517HBPoolD3_L001_R1_001.fastq.gz	91517HBPoolD3_L001_R2_001.fastq.gz	91517HBPoolD3	feces metagenome	1861841
PRJNA548356	SAMN12025489	91517HBPoolD4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	91517HBPoolD4_L001_R1_001.fastq.gz	91517HBPoolD4_L001_R2_001.fastq.gz	91517HBPoolD4	feces metagenome	1861841
PRJNA548356	SAMN12025490	9152017HBD1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD1_L001_R1_001.fastq.gz	9152017HBD1_L001_R2_001.fastq.gz	9152017HBD1	feces metagenome	1861841
PRJNA548356	SAMN12025491	9152017HBD10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD10_L001_R1_001.fastq.gz	9152017HBD10_L001_R2_001.fastq.gz	9152017HBD10	feces metagenome	1861841
PRJNA548356	SAMN12025492	9152017HBD2	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD2_L001_R1_001.fastq.gz	9152017HBD2_L001_R2_001.fastq.gz	9152017HBD2	feces metagenome	1861841
PRJNA548356	SAMN12025493	9152017HBD3	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD3_L001_R1_001.fastq.gz	9152017HBD3_L001_R2_001.fastq.gz	9152017HBD3	feces metagenome	1861841
PRJNA548356	SAMN12025494	9152017HBD4	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD4_L001_R1_001.fastq.gz	9152017HBD4_L001_R2_001.fastq.gz	9152017HBD4	feces metagenome	1861841
PRJNA548356	SAMN12025495	9152017HBD5	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD5_L001_R1_001.fastq.gz	9152017HBD5_L001_R2_001.fastq.gz	9152017HBD5	feces metagenome	1861841
PRJNA548356	SAMN12025496	9152017HBD6	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD6_L001_R1_001.fastq.gz	9152017HBD6_L001_R2_001.fastq.gz	9152017HBD6	feces metagenome	1861841
PRJNA548356	SAMN12025497	9152017HBD7	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD7_L001_R1_001.fastq.gz	9152017HBD7_L001_R2_001.fastq.gz	9152017HBD7	feces metagenome	1861841
PRJNA548356	SAMN12025498	9152017HBD8	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD8_L001_R1_001.fastq.gz	9152017HBD8_L001_R2_001.fastq.gz	9152017HBD8	feces metagenome	1861841
PRJNA548356	SAMN12025499	9152017HBD9	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	9152017HBD9_L001_R1_001.fastq.gz	9152017HBD9_L001_R2_001.fastq.gz	9152017HBD9	feces metagenome	1861841
PRJNA548356	SAMN12025500	blankS39	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	blankS39_L001_R1_001.fastq.gz	blankS39_L001_R2_001.fastq.gz	blankS39	feces metagenome	1861841
PRJNA548356	SAMN12025501	ExtractionNTC11S115	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC11S115_L001_R1_001.fastq.gz	ExtractionNTC11S115_L001_R2_001.fastq.gz	ExtractionNTC11S115	feces metagenome	1861841
PRJNA548356	SAMN12025502	ExtractionNTC14S142	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC14S142_L001_R1_001.fastq.gz	ExtractionNTC14S142_L001_R2_001.fastq.gz	ExtractionNTC14S142	feces metagenome	1861841
PRJNA548356	SAMN12025503	ExtractionNTC15S151	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC15S151_L001_R1_001.fastq.gz	ExtractionNTC15S151_L001_R2_001.fastq.gz	ExtractionNTC15S151	feces metagenome	1861841
PRJNA548356	SAMN12025504	ExtractionNTC1S1	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC1S1_L001_R1_001.fastq.gz	ExtractionNTC1S1_L001_R2_001.fastq.gz	ExtractionNTC1S1	feces metagenome	1861841
PRJNA548356	SAMN12025505	ExtractionNTC2S10	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC2S10_L001_R1_001.fastq.gz	ExtractionNTC2S10_L001_R2_001.fastq.gz	ExtractionNTC2S10	feces metagenome	1861841
PRJNA548356	SAMN12025506	ExtractionNTC3S19	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC3S19_L001_R1_001.fastq.gz	ExtractionNTC3S19_L001_R2_001.fastq.gz	ExtractionNTC3S19	feces metagenome	1861841
PRJNA548356	SAMN12025507	ExtractionNTC4S28	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC4S28_L001_R1_001.fastq.gz	ExtractionNTC4S28_L001_R2_001.fastq.gz	ExtractionNTC4S28	feces metagenome	1861841
PRJNA548356	SAMN12025508	ExtractionNTC5S37	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC5S37_L001_R1_001.fastq.gz	ExtractionNTC5S37_L001_R2_001.fastq.gz	ExtractionNTC5S37	feces metagenome	1861841
PRJNA548356	SAMN12025509	ExtractionNTC7S55	Arthropod COI amplicons from bat fecal sample	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	v3 chemistry with 600 cycles of 2x300 bp PE reads	fastq	ExtractionNTC7S55_L001_R1_001.fastq.gz	ExtractionNTC7S55_L001_R2_001.fastq.gz	ExtractionNTC7S55	feces metagenome	1861841
